file,title,url,text,companies,people,fraud_types,confidence,execution_time_seconds
cdl-blumenau-alerta-para-golpe-do-falso-pagamento-com-máquinas-de-cartão.json,CDL Blumenau alerta para golpe do falso pagamento com máquinas de cartão,https://ndmais.com.br/seguranca/cdl-blumenau-alerta-para-golpe-do-falso-pagamento-com-maquinas-de-cartao/,"Vale o alerta aos comerciantes de todaSanta Catarina: golpistas podem estar por aqui aplicando ogolpedo falso pagamento por meio da máquinas de cartão.
ACDL(Câmara de Dirigentes Lojistas) de Blumenau divulgou um comunicado dizendo que o criminoso faz uma compra e, na hora do pagamento, por meio de um cartão digital, ele consegue conectar um aplicativo do próprio celular à máquina de cartão e emite um comando para imprimir o recibo de pagamento, como se a compra tivesse sido aprovada.
Porém, o valor não é creditado na conta do estabelecimento e o golpista vai embora sem fazer o pagamento, deixando um prejuízo ao empresário.
Segundo a CDL, a ação vem sendo praticada em estabelecimentos comerciais de vários estados do Brasil, inclusive emSanta Catarina, com casos em Balneário Camboriú e Joinville.
Como se prevenir
A CDL deixa algumas dicas aos comerciantes:",CDL Blumenau,,fraude em pagamentos com cartão,alta,11.03
celesc-alerta-para-golpes-aplicados-sobre-falso-sorteio-de-geladeira.json,Celesc alerta para golpes aplicados sobre falso sorteio de geladeira,https://ndmais.com.br/noticias/celesc-alerta-para-golpes-aplicados-sobre-falso-sorteio-de-geladeira/,Os golpistas estão usando o nome da empresa em texto enviado a clientes por aplicativo de mensagem onde afirmam que os consumidores foram sorteados para ganhar uma geladeira nova.,Celesc,,qualquer outro tipo de fraude que envolva empresas,alta,8.7
celesc-emite-alerta-para-golpes-usando-o-nome-da-emprsesa.json,Celesc emite alerta para golpes usando o nome da emprsesa,https://ndmais.com.br/seguranca/celesc-emite-alerta-para-golpes-usando-o-nome-da-emprsesa-2/,"A Celesc emitiu um alerta de golpes para os consumidores. Faturas falsas usando o nome da empresa estão sendo enviadas para os clientes.
Você encontra todas as matérias do ND Notícias na área especial do portal ndmais.com.br para os conteúdos da NDTV:ND Notícias",Celesc,,fraude de uso de nome da empresa,alta,10.74
celesc-pagará-r-32-milhões-para-restituir-consumidores-em-sc.json,Celesc pagará R$ 32 milhões para restituir consumidores em SC,https://ndmais.com.br/economia/celesc-pagara-r-32-milhoes-para-restituir-consumidores-em-sc/,"A Celesc e oMinistério Público de Santa Catarina (MPSC)firmaram acordo nesta terça-feira (3), no qual a companhia elétrica se compromete a pagar R$ 32 milhões como restituição à sociedade porvalores cobrados indevidamente de consumidoresentre junho de 2005 e abril de 2014.
De acordo com o MPSC, a empresa aplicou índice indevido no parcelamento de dívidas de clientes, o que fez com que a cobrança fosse excessiva. O Código de Defesa do Consumidor determina que os valores cobrados a mais e que não são reclamados pelos consumidores sejam transferidos à sociedade para evitar o enriquecimento ilícito da empresa.
O acordo judicial em ação foi proposto pela 29ª Promotoria de Justiça da Capital, com atribuição de defesa do consumidor em todo o estado. As negociação para a assinatura do acordo levaram mais de um ano. entendimentos para o acordo duraram mais de um ano.
Para a promotora de Justiça Analú Librelato Longo, a solução “protege duplamente o dinheiro público: primeiro porque um processo a menos significa menos tempo e dinheiro público gastos. Segundo, porque esses valores irão para Fundo de Reconstituição de Bens Lesados, o FRBL, que financia projetos de relevância social”.
Pelo termo assinado na tarde desta terça-feira (3) em audiência virtual, a CELESC irá quitar o valor de R$ 32 milhões em 25 parcelas, sendo 24 fixas e a última ajustável. A partir de 5 de agosto deste ano até 5 de julho de 2023, a empresa irá pagar ao FRBL parcelas mensais de R$ 750 mil, totalizando R$ 18 milhões.
No dia 5 de julho de 2024, a CELESC deverá pagar o equivalente a R$ 14 milhões. A empresa, então, poderá abater desse valor as indenizações individuais que vierem a ser quitadas até dois meses antes dessa data final. O saldo também deverá ser atualizado pelo INPC.
“Acordos como esse defendem os consumidores e auxiliam a reafirmar seu compromisso social. Esses acordos, em última análise, atuam como verdadeiros ‘reguladores do mercado’ e um mercado forte e transparente acolhe o consumidor em todos seus direitos”, enfatiza Analú Longo.
Em nota, a  Celesc confirma o acordo e diz que assim encerra-se “a discussão sobre o tema que se estendia há mais de 10 anos, trazendo benefício coletivo para a sociedade, com recursos que serão disponibilizados ao Fundo de Reconstituição de Bens Lesados (FRBL)”.
Entenda o caso
Segundo o MPSC, de junho de 2005 a abril de 2014, a CELESC aplicou o índice CDI-OVER para corrigir as parcelas dos consumidores que renegociavam suas dívidas com a empresa.
Em 2010, a 29ª PJ da Capital propôs ação civil pública requerendo à Justiça que proibisse a Celesc de utilizar o índice CDI-OVER e a obrigasse a substituí-lo pelo INPC para calcular a atualização monetária dos parcelamentos de dívidas solicitados pelos consumidores.
A ação transitou em julgado em 2016. Para cumprir a sentença, a Celesc publicou edital em jornal de grande circulação do estado, iniciando o prazo legal de um ano para que os consumidores se habilitassem para exigir o direito à restituição. Nenhum consumidor procurou a Justiça para devolução.
Por lei, a empresa não poderia se beneficiar do fato de que os consumidores não exigiram os seus direitos, pois, do contrário, estaria enriquecendo ilicitamente. Diante disso, o Ministério Público, ingressou com uma ação de liquidação e execução coletiva para que os valores devidos fossem revertidos ao FRBL, que financiará projetos de interesse social.",Celesc,Analú Librelato Longo (promotora de Justiça),superfaturamento,média,9.09
ceon-tecnologia-emite-nota-sobre-noticias-de-contratos-com-o-governo-de-sc.json,CEON Tecnologia emite nota sobre noticias de contratos com o governo de SC,https://ndmais.com.br/politica/ceon-tecnologia-emite-nota-sobre-noticias-de-contratos-com-o-governo-de-sc/,"A Diretoria da empresa Ceon Tecnologia em Inteligência Limitada divulgou nota “à imprensa do Estado de Santa Catarina” sobre noticias de contratos de softwares com o governo do Estado.
Informa que a empresa atua em Santa Catarina desde 2006, prestando serviços a empresas privadas e órgãos públicos.
Confira a íntegra:
“Considerando, a CEON Tecnologia em Inteligência LTDA, regularmente inscrita e com atividades no estado de Santa Catarina e demais estados brasileiros, vem à publico diante das seguintes matérias veiculadas na imprensa local desde sábado, dia 02/10/2021:
Nossa empresa é atuante no mercado de soluções tecnológicas em inteligência desde o ano de 2006, sempre pautando sua atuação em pioneirismo tecnológico, com suas atividades contábeis, fiscais e contratuais devidamente legais e sob os mais rigorosos pilares de higidez moral e profissionalismo.
Durante todos os anos de atuação, prestamos serviços à diversas empresas privadas e órgãos públicos, cuja documentação pode ser facilmente acessada e se for o caso, podem ser levadas à público, pois nenhum dos contratos teve sua execução fraudada, nem na contratação ou na entrega ou prestação do serviço.
A veiculação das matérias que enfatizam nomes chavões como “empresa de coronéis”, “fraude em licitação”, “proteção politica do governador à empresa de coronéis” são inverdades, construídas por razoes que desconhecemos e são facilmente comprovadas por todo arrazoado de documentos que constroem nossa história.
Ao passo que se veicula as informações como as já citadas acima, em contrapartida, a nossa empresa nunca recebeu uma ligação sequer para explicações, nunca prestamos um depoimento na Polícia Civil ou ao Ministério Publico e somente hoje buscaremos através dos advogados os supostos documentos e informações para então poder exercer o direito constitucional de defesa.
Em breve, assim que obtivermos maiores detalhes, seremos os primeiros a comunicar o povo catarinense.
Florianópolis, 04 de outubro de 2020. CEON Tecnologia & Inteligência.”",CEON Tecnologia em Inteligência LTDA,,fraude em licitação,alta,4.82
chamas-atingem-carro-do-prefeito-afastado-de-itapoá-incêndio-pode-ser-criminoso.json,Chamas atingem carro do prefeito afastado de Itapoá; incêndio pode ser criminoso,https://ndmais.com.br/seguranca/chamas-atingem-carro-do-prefeito-afastado-de-itapoa-incendio-pode-ser-criminoso/,"Um carro doprefeito afastado de Itapoá, Marlon Nebuer (PL), foi atingido por um incêndio na madrugada desta quarta-feira (11) na cidade do Norte catarinense. Além do veículo, o galpão do pai do político também foi destruído. O incêndio pode ter sido criminoso, informou a Polícia Civil.
Ao todo, foram registrados dois incêndios, relatou a delegada Milena Fátima Rosa, que deixou. Um deles em um carro que estava no pátio da casa de Marlon e o outro no galpão do pai dele.
Segundo o Corpo de Bombeiros Militar, o fogo não chegou atingiu a residência do pai do político, se limitando ao galpão. Tinham quatro pessoas na casa quando o incêndio acontece. Ninguém ficou ferido.
Após o ocorrido, tanto o veículo quanto o galpão devem passar por perícia para identificar a causa das chamas. Mas, conforme a delegada, há possibilidade do incêndio ter sido criminoso.
Prefeito afastado
Marlon Nebuer (PL), prefeito deItapoá, foi detido em 9 de dezembro de 2022. Ele é acusado de ter recebidopropinada empresaSerrana, prestadora de serviços relacionados ao gerenciamento de resíduos.
Além de Marlon,outros três prefeitos, sendo eles das cidades de Pescaria Brava, Barra do Sul e Papanduva, também foram presos pela mesma operação do Grupo Especial de Combate às Organizações Criminosas (GAECO) e do Grupo Especial Anticorrupção (GEAC) do MPSC.
A investigação apura suspeita de fraude em licitação, corrupção ativa e passiva, organização criminosa e lavagem de dinheiro. A suspeita é de que a empresa Serrana tenha feito pagamentos em forma de propina a políticos para se manter no serviço.",Serrana,Marlon Nebuer (prefeito afastado); Milena Fátima Rosa (delegada),fraude em licitação; corrupção ativa; corrupção passiva; lavagem de dinheiro; pagamento de propina por empresas; organização criminosa,alta,4.88
chefe-do-mpsc-revela-quebra-de-sigilo-em-caso-dos-respiradores-fantasmas.json,Chefe do MPSC revela quebra de sigilo em caso dos respiradores fantasmas,https://ndmais.com.br/politica/chefe-do-mpsc-revela-quebra-de-sigilo-em-caso-dos-respiradores-fantasmas/,"Em entrevista ao jornalista Raphael Polito da NDTV, nesta segunda-feira (11), o procurador-geral de Justiça de Santa Catarina, Fernando Comin, relevou, em primeira mão, a informação da quebra de sigilo no caso dos “respiradores fantasmas”.
O MPSC (Ministério Público de Santa Catarina), no sábado (9), enviou um requerimento ao Tribunal de Justiça pedindo abertura do sigilo da investigação, para que os órgãos tenham acesso às informações e possam realizar seu trabalho a partir dos elementos que foram produzidos pelo MPSC.
Leia também:
Comin aindaafirmou que 11 dos R$ 33 milhões utilizados no caso dos “respiradores fantamas” foram bloqueados.Confira a entrevista (em áudio e texto):
Onde houve a fraude?
Fernando Comin: Ao longo da investigação chegamos a indícios fortes, desde a falsificação de documentos, a essa empresa de fachada que não tinha habilitação pra esses equipamentos, uma empresa absolutamente inidônea para realizar o negócio, havia um núcleo empresarial que por meio de lobistas usaram a empresa pra chegar ao Estado da Saúde. Com o envolvimento de agentes públicos houve a facilitação para obtenção de vantagens. A obtenção de R$ 30 milhões sem qualquer tipo de garantia, esse dinheiro transferido dos cofres públicos para as contas da empresa rapidamente foi dissipado para outras contas. Nós conseguimos bloquear mais de R$ 11 milhões em contas de terceiros. Esses recursos tinham passado pela conta da Veigamed e depois estavam em contas de terceiro, atualmente estão acautelados em contas judiciais.
Nós prosseguiremos nas buscas e investigação de outros elementos importantes. Inclusive crimes patrimoniais que decorrem desses recursos para outras contas e a lavagem de dinheiro que está por trás disso tudo.
Houve apreensões?
Fernando Comin: Houve a apreensão de telefones celulares, computadores, além de documentos que estão sendo avaliados pelos delegados de polícia e órgãos de justiça que estão trabalhando juntos. Vamos promover outras medidas de investigação e outras providências. Vamos ajuizar outras medidas de maneira que até o presente momento, com a deflagração da fase um da operação, que se encerrou com a busca e apreensão de materiais, a partir daqui as diligencias futuras permanecem em sigilo pois precisamos aprofundar algumas linhas de investigação
Houve vazamento de informações? Há indícios de que seja algo maior que atinja as secretarias de outros estados?
Fernando Comin: Não houve absolutamente nenhum vazamento de qualquer informação sensível. O que houve foram especulações movidas a partir de depoimentos dos próprios envolvidos. Isso foge ao controle de qualquer órgão. Em relação ao tamanho dessa organização criminosa e a possível existência de tentáculos em outros estados, não podemos revelar por hora, isso faz parte das investigações. O que podemos afirmar é que fraudes em processos de compras foram identificadas em 11 estados da federação. Nosso desafio é saber se houve alguma conexão.
Essas organizações estão trabalhando na fragilidade do processo de compra em período de pandemia, com a flexibilização de algumas regras. 200 respiradores de escassez no mercado internacional é algo que pode importar no comprometimento de muitas vidas.
O Estado ainda espera a entrega dos equipamentos ou conseguirá reaver a quantia?
Fernando Comin: O primeiro lote de equipamentos deveria ter sido entregue no dia 7 de abril. Quem é a empresa? A empresa se comunica através de uma assessoria, mas nenhuma pessoa física aparece. Quem está falando em nome da empresa? O que foi apurado até aqui é que publicamente a empresa não mostra sua composição societária.
Há uma grande suspeita de que os equipamentos que foram contratados não serão entregues. Sabemos que o estado R$ 33 milhões por um tipo de equipamento e a empresa quer entregar outro tipo de equipamento. Eles [Veigamed] haviam prometido entregar no dia 7 o primeiro lote, já passaram mais de 30 dias e esse primeiro lote não chegou. Então porque um valor tão exacerbado desses equipamentos em relação ao que está sendo praticado no mercado nacional?
O Ministério Público vai continuar promovendo as investigações, buscando a responsabilização das pessoas que são culpadas por esse ato criminoso e evidentemente se algum equipamento for entregue vamos buscar a apreensão para reduzir os prejuízos.
É competência do MPSC  falar com o governador? Ouvi-lo em relação a isso?
Fernando Comin: Até o presente momento não há qualquer indício de que o governador do esteja envolvido. Compreendemos a repercussão política que isso promove nesse momento. O que cabe ao MP é realizar um trabalho técnico, imparcial e apartidário. Nesse sentido, tanto da parte do procurador geral, presidente do Tribunal de Contas, as equipes que estão na linha de frente tem total autonomia. É evidente que as investigações vão prosseguir.
Se os respiradores forem entregues a investigação continua?
Fernando Comin: Sim, continua porque temos que apurar se os aparelhos serão adequados para a finalidade do estado. Qual é o valor que foi pago? Qual a empresa que está trazendo os respiradores da China? Há contrabando? Como serão transferidas para a Veigamed as questões tributárias?
Primeiro lote deve chegar nesta terça
Por meio de assessoria de imprensa, a Veigamed se pronunciou nesta segunda e afirmou o primeiro lote com 50 respiradores foram embarcados nesta manhã no aeroporto de Guangzhou, na China, com destino ao Brasil.
Um vídeo enviado pela assessoria da empresa, mostra o momento em que os aparelhos são transportados à aeronave. Veja:
A previsão de chegada ao país é nesta terça-feira (12) por volta das 12h. Após o pouso, conforme a empresa, o prazo para a entrega dos aparelhos ao governo é de 24 horas.Veja a nota oficial:
A VEIGAMED, empresa distribuidora de produtos médicos que atua há 22 anos no mercado, informa que o primeiro lote com 50 respiradores invasivos Shangrila S510 foram embarcados, duas horas atrás, no aeroporto de Guangzhou, com destino ao Brasil. A previsão de chegada ao país é amanhã (12/5), por volta do meio-dia (12h). Após o pouso, o prazo para a entrega da carga ao governo do Estado de Santa Catarina é de até 24 horas, somando-se o tempo de desembarque, inspeção e desembaraço, além de transporte em caminhão-cofre com escolta armada até o depósito designado pelo governo do Estado de Santa Catarina.",Veigamed,Fernando Comin (procurador-geral),fraude em licitação; falsificação de documentos; lavagem de dinheiro; corrupção envolvendo empresas; desvio de recursos públicos,alta,5.6
cliente-fake-polícia-civil-investiga-grupo-denunciado-por-fraude-em-blumenau.json,Cliente Fake: Polícia Civil investiga grupo denunciado por fraude em Blumenau,https://ndmais.com.br/seguranca/cliente-fake-policia-civil-investiga-grupo-denunciado-por-fraude-em-blumenau/,"APolícia Civiliniciou nesta terça-feira (14), a Operação Cliente Fake, que investiga a denúncia de fraude contra uma cooperativa de crédito emBlumenau, noVale do Itajaí. A operação ocorre por meio da Delegacia de Defraudações da Diretoria de Investigações Criminais (DEIC).
Os policiais cumpriram o mandado de busca e apreensão na residência dos investigados e apreenderam dispositivos eletrônicos, os quais foram encaminhados àPolícia Científicapara extração dos dados e, posteriormente, realizar análise.
De acordo com a Polícia Civil, os investigados respondem inquérito policial pelo crime de furto mediante fraude, que iniciou após denúncia realizada por uma cooperativa de crédito do Vale do Itajaí. A cooperativa informou às autoridades que eles teriam sido identificados pela área de prevenção a fraudes.
Após apurações, foi constatado que os investigados realizaram uma intensa movimentação bancária, assim como o número de contas bancárias abertas sem ocupação lícita ou qualquer fonte de renda que justifique os valores movimentados.
Ainda segundo a polícia, um dos suspeitos já foi indiciado em dois inquéritos da Delegacia de Defraudações de Blumenau e responde processo por furto mediante fraude, sendo reincidente na pratica do crime.",cooperativa de crédito do Vale do Itajaí,,fraude em cooperativa de crédito; furto mediante fraude,alta,5.78
cobranças-irregulares-na-coleta-de-esgoto-em-são-francisco-do-sul-são-questionadas-pelo-mp.json,Cobranças irregulares na coleta de esgoto em São Francisco do Sul são questionadas pelo MP,https://ndmais.com.br/justica/cobrancas-irregulares-na-coleta-de-esgoto-em-sao-francisco-do-sul-sao-questionadas-pelo-mp/,"OMinistério Público de Santa Catarina, por meio da comarca deSão Francisco do Sul, pediu na Justiça que a empresa responsável pelo serviço de abastecimento de água e tratamento de esgoto no município do Litoral Norte de Santa Catarina pare imediatamente a cobrança, nas contas de água dos consumidores, da taxa/tarifa de adesão ao esgoto.
A ação civil pública também pede que a empresaÁguas de São Francisco do Sulnão realize o desconto de quaisquer valores em fatura pelo serviço de esgotamento sanitário das unidades consumidoras enquanto o sistema de esgoto não estiver instalado e em pleno funcionamento nos bairros Majorca, Enseada e Praia Grande.
A promotoria enfatiza que o contrato de concessão e a própria proposta comercial da concessionária já embutiram os valores referentes às ligações de água e esgotamento na estimativa de investimento da prestadora de serviços, sendo que os mesmos estão vinculados às metas inicialmente previstas para novas instalações e correm por conta dos recursos financeiros arrecadados por meio da tarifa mensal usualmente cobrada dos consumidores.
Caso seja mantida a cobrança do serviço de esgoto nas casas onde ele ainda não é disponibilizado, o pedido é para que a Justiça limite o valor à taxa mínima, equivalente ao consumo de até 10 m³ de água.
A ação pede, ainda, que a Águas de São Francisco do Sul seja condenada a devolver os valores pagos pelos consumidores nas taxas/tarifas de adesão devidamente atualizados, na forma de crédito na própria conta de água e esgoto.
O promotor de justiça Alan Rafael Warsch explica que, desde 2021, reclamações foram feitas na 1ª Promotoria de Justiça sobre irregularidades da Águas de São Francisco, notadamente sobre os valores cobrados por unidade consumidora. Diante disso, o Ministério Público instaurou uma notícia de fato, que posteriormente foi convertida em inquérito civil, para apurar as denúncias.
Entre as irregularidades apontadas pelo MPSC estão a cobrança pelo serviço de coleta, afastamento e tratamento de esgoto que ainda não se encontra instalado e em pleno funcionamento, a ausência de um limitador ao recolhimento de uma tarifa mínima para unidades que não foram efetivamente ligadas à rede de esgoto sanitário e o desconto irregular de uma taxa/tarifa de adesão ao serviço de esgoto.
“Durante todo o trâmite do procedimento investigativo, foram constatadas outras irregularidades praticadas, as quais não foram sanadas pela empresa concessionária do serviço de água e esgoto no âmbito extrajudicial, muito embora advertida sobre a conduta danosa aos consumidores francisquenses, razão pela qual foi necessária a judicialização do caso”, destacou Alan.
A ação civil pública aguarda análise judicial. Procurada pelo ND+, a concessionária informou que ainda “não foi citada e se manifestará dentro do prazo adequado”.",Águas de São Francisco do Sul,Alan Rafael Warsch (promotor de justiça),fraude em cobrança; superfaturamento,alta,6.47
collor-é-alvo-em-operação-da-pf-contra-propinas-e-com-mandados-em-gaspar.json,Collor é alvo em operação da PF contra propinas e com mandados em Gaspar,https://ndmais.com.br/seguranca/operacao-nacional-da-policia-federal-tem-desdobramentos-em-gaspar/,"A Polícia Federal deflagrou na manhã desta quarta-feira (21) a operação O Quinto Ato. Aproximadamente 50 policiais cumprem 12 mandados de busca e apreensão em Gaspar, no Vale do Itajaí, e nas cidades de Curitiba (PR), Pontal do Paraná (PR) e São Paulo (SP). O senador Fernando Collor (Pros-AL), ex-presidente da República, é um dos alvos da ofensiva.
De acordo com informações da Polícia Federal, dois mandados de busca e apreensão foram cumpridos em Gaspar. Os locais foram um escritório e a residência de um dos investigados. Foram apreendidos documentos, um celular e um computador. A identidade do alvo dos mandados não foi divulgada.
A operação tem o objetivo de desvendar um esquema criminoso, ocorrido entre os anos de 2014 e 2015, envolvendo o pagamento de vantagens indevidas para fins de intervenção junto ao Ibama, visando à liberação da licença ambiental de instalação do Porto Pontal Paraná Importação e Exportação SA, no Estado do Paraná.
A investigação é desdobramentoda operação Politéia, deflagrada pela Polícia Federal no ano de 2015.
Na época foi identificado que bens de luxo pertencentes a um parlamentar federal teriam sido pagos com a utilização de recursos decorrentes de vantagens indevidas recebidas de empresários que tinham interesse em sua atuação política junto a órgãos federais. Também há indícios de pagamentos de vantagens indevidas em espécie.
Por ordem do STF (Supremo Tribunal Federal), foram expedidos 12 mandados de busca e apreensão em endereços vinculados aos investigados, e também foi determinado o bloqueio de valores financeiros.
O nome da operação “O Quinto Ato” é uma referência ao rastreamento financeiro efetuado pela Polícia Federal a partir do pagamento da “5ª parcela” de um jato executivo adquirido pelo parlamentar investigado.
* com informações do Estadão",Porto Pontal Paraná Importação e Exportação SA,Fernando Collor (senador),corrupção envolvendo empresas; pagamento de propina,alta,4.28
